,list-card-link href,list-card-addr,ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-label 2,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,list-card-link src,list-card-save-content
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1400 N Campbell Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1400 N Campbell Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.906764,""longitude"":-87.689942},""url"":""https://www.zillow.com/homedetails/1400-N-Campbell-Ave-Chicago-IL-60622/158673406_zpid/""}",https://www.zillow.com/homedetails/1400-N-Campbell-Ave-Chicago-IL-60622/158673406_zpid/,"1400 N Campbell Ave, Chicago, IL 60622",1400 N Campbell Ave,Chicago,IL,Chicago,60622,500000,"3,150",0.07,$158.73,sqft lot,Sold,Sold 07/20/2020,91,Walker's Paradise,41.906764,-87.689942,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1518 N Fairfield Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1518 N Fairfield Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.908736,""longitude"":-87.696238},""url"":""https://www.zillow.com/homedetails/1518-N-Fairfield-Ave-Chicago-IL-60622/158672899_zpid/""}",https://www.zillow.com/homedetails/1518-N-Fairfield-Ave-Chicago-IL-60622/158672899_zpid/,"1518 N Fairfield Ave, Chicago, IL 60622",1518 N Fairfield Ave,Chicago,IL,Chicago,60622,550000,625,0.01,$880.00,sqft lot,Sold,Sold 04/09/2020,89,Very Walkable,41.908736,-87.696238,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2614 W Evergreen Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2614 W Evergreen Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.905965,""longitude"":-87.692716},""url"":""https://www.zillow.com/homedetails/2614-W-Evergreen-Ave-Chicago-IL-60622/101387595_zpid/""}",https://www.zillow.com/homedetails/2614-W-Evergreen-Ave-Chicago-IL-60622/101387595_zpid/,"2614 W Evergreen Ave, Chicago, IL 60622",2614 W Evergreen Ave,Chicago,IL,Chicago,60622,550000,"6,098",0.14,$90.19,sqft lot,Sold,Sold 02/13/2020,91,Walker's Paradise,41.905965,-87.692716,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1445 N Rockwell St, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1445 N Rockwell St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.907981,""longitude"":-87.691741},""url"":""https://www.zillow.com/homedetails/1445-N-Rockwell-St-Chicago-IL-60622/158673355_zpid/""}",https://www.zillow.com/homedetails/1445-N-Rockwell-St-Chicago-IL-60622/158673355_zpid/,"1445 N Rockwell St, Chicago, IL 60622",1445 N Rockwell St,Chicago,IL,Chicago,60622,602500,"3,150",0.07,$191.27,sqft lot,Sold,Sold 06/26/2020,92,Walker's Paradise,41.907981,-87.691741,"https://maps.googleapis.com/maps/api/streetview?location=41.907981,-87.691741&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=NVXXbzBaQlQYGuML8B0QHYzIuwQ=",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1415 N Rockwell St, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1415 N Rockwell St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.907157,""longitude"":-87.69172},""url"":""https://www.zillow.com/homedetails/1415-N-Rockwell-St-Chicago-IL-60622/158673358_zpid/""}",https://www.zillow.com/homedetails/1415-N-Rockwell-St-Chicago-IL-60622/158673358_zpid/,"1415 N Rockwell St, Chicago, IL 60622",1415 N Rockwell St,Chicago,IL,Chicago,60622,611500,"3,150",0.07,$194.13,sqft lot,Sold,Sold 03/06/2020,90,Walker's Paradise,41.907157,-87.69172,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1941 N Honore St, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1941 N Honore St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.917198,""longitude"":-87.673596},""url"":""https://www.zillow.com/homedetails/1941-N-Honore-St-Chicago-IL-60622/2078088594_zpid/""}",https://www.zillow.com/homedetails/1941-N-Honore-St-Chicago-IL-60622/2078088594_zpid/,"1941 N Honore St, Chicago, IL 60622",1941 N Honore St,Chicago,IL,Chicago,60622,675000,"2,613",0.06,$258.32,sqft lot,Sold,Sold 11/09/2020,88,Very Walkable,41.917198,-87.673596,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1534 N Honore St, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1534 N Honore St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.909643,""longitude"":-87.674123},""url"":""https://www.zillow.com/homedetails/1534-N-Honore-St-Chicago-IL-60622/101237319_zpid/""}",https://www.zillow.com/homedetails/1534-N-Honore-St-Chicago-IL-60622/101237319_zpid/,"1534 N Honore St, Chicago, IL 60622",1534 N Honore St,Chicago,IL,Chicago,60622,680000,"2,613",0.06,$260.24,sqft lot,Sold,Sold 05/18/2020,98,Walker's Paradise,41.909643,-87.674123,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1300-02 N Claremont Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1300-02 N Claremont Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.90498,""longitude"":-87.686198},""url"":""https://www.zillow.com/homedetails/1300-02-N-Claremont-Ave-Chicago-IL-60622/158771988_zpid/""}",https://www.zillow.com/homedetails/1300-02-N-Claremont-Ave-Chicago-IL-60622/158771988_zpid/,"1300-02 N Claremont Ave, Chicago, IL 60622",1300-02 N Claremont Ave,Chicago,IL,Chicago,60622,850000,"2,901",0.07,$293.00,sqft lot,Sold,Sold 11/18/2020,89,Very Walkable,41.90498,-87.686198,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1302 N Claremont Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1302 N Claremont Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.905042,""longitude"":-87.686211},""url"":""https://www.zillow.com/homedetails/1302-N-Claremont-Ave-Chicago-IL-60622/101445063_zpid/""}",https://www.zillow.com/homedetails/1302-N-Claremont-Ave-Chicago-IL-60622/101445063_zpid/,"1302 N Claremont Ave, Chicago, IL 60622",1302 N Claremont Ave,Chicago,IL,Chicago,60622,850000,"3,000",0.07,$283.33,sqft lot,Sold,Sold 11/18/2020,89,Very Walkable,41.905042,-87.686211,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1613 W Beach Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1613 W Beach Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.907409,""longitude"":-87.668158},""url"":""https://www.zillow.com/homedetails/1613-W-Beach-Ave-Chicago-IL-60622/158773344_zpid/""}",https://www.zillow.com/homedetails/1613-W-Beach-Ave-Chicago-IL-60622/158773344_zpid/,"1613 W Beach Ave, Chicago, IL 60622",1613 W Beach Ave,Chicago,IL,Chicago,60622,860000,"4,329",0.10,$198.66,sqft lot,Sold,Sold 08/06/2020,97,Walker's Paradise,41.907409,-87.668158,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1801 W Grand Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1801 W Grand Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.890678,""longitude"":-87.672179},""url"":""https://www.zillow.com/homedetails/1801-W-Grand-Ave-Chicago-IL-60622/158778142_zpid/""}",https://www.zillow.com/homedetails/1801-W-Grand-Ave-Chicago-IL-60622/158778142_zpid/,"1801 W Grand Ave, Chicago, IL 60622",1801 W Grand Ave,Chicago,IL,Chicago,60622,1590000,"2,280",0.05,$697.37,sqft lot,Sold,Sold 03/09/2020,92,Walker's Paradise,41.890678,-87.672179,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1801 W Grand Ave #09, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1801 W Grand Ave #09"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.890678,""longitude"":-87.672179},""url"":""https://www.zillow.com/homedetails/1801-W-Grand-Ave-09-Chicago-IL-60622/2084803732_zpid/""}",https://www.zillow.com/homedetails/1801-W-Grand-Ave-09-Chicago-IL-60622/2084803732_zpid/,"1801 W Grand Ave #09, Chicago, IL 60622",1801 W Grand Ave #09,Chicago,IL,Chicago,60622,1590000,"9,121",0.21,$174.32,sqft lot,Sold,Sold 03/06/2020,92,Walker's Paradise,41.890678,-87.672179,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1803 W Grand Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1803 W Grand Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.890677,""longitude"":-87.672267},""url"":""https://www.zillow.com/homedetails/1803-W-Grand-Ave-Chicago-IL-60622/158778141_zpid/""}",https://www.zillow.com/homedetails/1803-W-Grand-Ave-Chicago-IL-60622/158778141_zpid/,"1803 W Grand Ave, Chicago, IL 60622",1803 W Grand Ave,Chicago,IL,Chicago,60622,1590000,"2,280",0.05,$697.37,sqft lot,Sold,Sold 03/09/2020,92,Walker's Paradise,41.890677,-87.672267,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1807 W Grand Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1807 W Grand Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.890675,""longitude"":-87.672355},""url"":""https://www.zillow.com/homedetails/1807-W-Grand-Ave-Chicago-IL-60622/158778140_zpid/""}",https://www.zillow.com/homedetails/1807-W-Grand-Ave-Chicago-IL-60622/158778140_zpid/,"1807 W Grand Ave, Chicago, IL 60622",1807 W Grand Ave,Chicago,IL,Chicago,60622,1590000,"2,280",0.05,$697.37,sqft lot,Sold,Sold 03/09/2020,92,Walker's Paradise,41.890675,-87.672355,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1264 N Marion Ct, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1264 N Marion Ct"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.905186,""longitude"":-87.674162},""url"":""https://www.zillow.com/homedetails/1264-N-Marion-Ct-Chicago-IL-60622/158773452_zpid/""}",https://www.zillow.com/homedetails/1264-N-Marion-Ct-Chicago-IL-60622/158773452_zpid/,"1264 N Marion Ct, Chicago, IL 60622",1264 N Marion Ct,Chicago,IL,Chicago,60622,1930000,"3,566",0.08,$541.22,sqft lot,Sold,Sold 11/02/2020,98,Walker's Paradise,41.905186,-87.674162,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1835 N Honore St, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,546""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1835 N Honore St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.915235,""longitude"":-87.673562},""url"":""https://www.zillow.com/homedetails/1835-N-Honore-St-Chicago-IL-60622/3734024_zpid/""}",https://www.zillow.com/homedetails/1835-N-Honore-St-Chicago-IL-60622/3734024_zpid/,"1835 N Honore St, Chicago, IL 60622",1835 N Honore St,Chicago,IL,Chicago,60622,1930000,"3,001",0.07,$643.12,sqft lot,Sold,Sold 04/14/2020,93,Walker's Paradise,41.915235,-87.673562,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""812 N Wolcott Ave, Chicago, IL 60622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""812 N Wolcott Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.896408,""longitude"":-87.674952},""url"":""https://www.zillow.com/homedetails/812-N-Wolcott-Ave-Chicago-IL-60622/158776139_zpid/""}",https://www.zillow.com/homedetails/812-N-Wolcott-Ave-Chicago-IL-60622/158776139_zpid/,"812 N Wolcott Ave, Chicago, IL 60622",812 N Wolcott Ave,Chicago,IL,Chicago,60622,4150000,"1,250",0.03,"$3,320.00",sqft lot,Sold,Sold 11/06/2020,97,Walker's Paradise,41.896408,-87.674952,"https://maps.googleapis.com/maps/api/streetview?location=41.896408,-87.674952&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=xhOsCyDr12-aMHCYvJCBFRB85BA=",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1533 S Harding Ave #1, Chicago, IL 60623"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1533 S Harding Ave #1"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60623""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.85967,""longitude"":-87.723412},""url"":""https://www.zillow.com/homedetails/1533-S-Harding-Ave-1-Chicago-IL-60623/158719379_zpid/""}",https://www.zillow.com/homedetails/1533-S-Harding-Ave-1-Chicago-IL-60623/158719379_zpid/,"1533 S Harding Ave #1, Chicago, IL 60623",1533 S Harding Ave #1,Chicago,IL,Chicago,60623,900,"3,125",0.07,$0.29,sqft lot,Sold,Sold 12/10/2020,67,Somewhat Walkable,41.85967,-87.723412,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1350 S Karlov Ave, Chicago, IL 60623"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1350 S Karlov Ave"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60623""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.86281,""longitude"":-87.727873},""url"":""https://www.zillow.com/homedetails/1350-S-Karlov-Ave-Chicago-IL-60623/158718303_zpid/""}",https://www.zillow.com/homedetails/1350-S-Karlov-Ave-Chicago-IL-60623/158718303_zpid/,"1350 S Karlov Ave, Chicago, IL 60623",1350 S Karlov Ave,Chicago,IL,Chicago,60623,2500,"3,150",0.07,$0.79,sqft lot,Sold,Sold 01/29/2020,59,Somewhat Walkable,41.86281,-87.727873,"https://maps.googleapis.com/maps/api/streetview?location=41.862810,-87.727873&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=3arAOuEaMCxAB1JR4m-k5H_UlSk=",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4023 W 21st St, Chicago, IL 60623"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4023 W 21st St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60623""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.85322,""longitude"":-87.725758},""url"":""https://www.zillow.com/homedetails/4023-W-21st-St-Chicago-IL-60623/158719130_zpid/""}",https://www.zillow.com/homedetails/4023-W-21st-St-Chicago-IL-60623/158719130_zpid/,"4023 W 21st St, Chicago, IL 60623",4023 W 21st St,Chicago,IL,Chicago,60623,4500,"3,049",0.07,$1.48,sqft lot,Sold,Sold 12/01/2020,73,Very Walkable,41.85322,-87.725758,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
